Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,target,retirementDate,retirementType,resignationReason
29,Travel_Rarely,Research & Development,5,5,Life Sciences,Female,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2,4.0,1.0,3.0,2.0,3.0,0,,No,No
37,Travel_Rarely,Research & Development,7,2,Medical,Male,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4.0,3.0,0,,No,No
35,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2.0,4.0,0,,No,No
45,Travel_Rarely,Research & Development,3,3,Medical,Female,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2.0,3.0,0,,No,No
36,Travel_Frequently,Research & Development,5,3,Medical,Female,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1.0,3.0,0,,No,No
40,Travel_Rarely,Research & Development,3,3,Other,Male,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,1.0,1.0,3.0,3.0,3.0,0,,No,No
26,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2.0,3.0,0,,No,No
27,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,1.0,3.0,2.7614364135407135,2.0,4.0,0,,No,No
48,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4.0,3.0,0,,No,No
44,Travel_Rarely,Sales,1,2,Medical,Male,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3.0,3.0,0,,No,No
34,Non-Travel,Research & Development,27,2,Life Sciences,Female,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3.0,3.0,1,2016-09-03,Resignation,Others
56,Travel_Rarely,Human Resources,1,2,Medical,Female,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,1.0,4.0,3.0,3.0,4.0,1,2016-09-04,Resignation,Others
36,Travel_Rarely,Research & Development,13,3,Technical Degree,Female,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3.0,2.0,1.0,3.0,3.0,0,,No,No
41,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,3.0,2.0,3.0,3.0,3.0,0,,No,No
42,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3.0,1.0,4.0,3.0,3.0,0,,No,No
31,Travel_Rarely,Sales,9,4,Life Sciences,Female,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,3.0,4.0,3.0,2.0,4.0,0,,No,No
34,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,4.0,4.0,2.0,3.0,3.0,0,,No,No
31,Travel_Rarely,Sales,25,2,Life Sciences,Female,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2,1.0,3.0,2.0,4.0,4.0,0,,No,No
26,Travel_Frequently,Sales,16,2,Life Sciences,Male,2,Healthcare Representative,Married,83800,0.0,14,0,8.0,3,7,7,7,3.0,4.0,3.0,4.0,3.0,0,,No,No
45,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3,2.0,3.0,3.0,3.0,3.0,0,,No,No
33,Travel_Rarely,Sales,1,3,Life Sciences,Female,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9,2.0,3.0,2.0,3.0,3.0,0,,No,No
28,Travel_Frequently,Sales,8,3,Life Sciences,Male,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
29,Travel_Frequently,Human Resources,2,4,Human Resources,Male,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0,3.0,1.0,3.0,3.0,3.0,1,2016-06-08,Resignation,Others
39,Non-Travel,Research & Development,8,5,Medical,Female,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2,1.0,3.0,3.0,3.0,3.0,0,,No,No
27,Travel_Rarely,Sales,3,2,Technical Degree,Male,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2,2.0,2.0,2.0,3.0,3.0,0,,No,No
34,Travel_Frequently,Research & Development,9,4,Life Sciences,Female,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11,3.0,4.0,3.0,3.0,3.0,0,,No,No
28,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2,4.0,3.0,3.0,3.0,3.0,1,2016-08-25,Resignation,Stress
47,Non-Travel,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7,3.0,2.0,4.0,3.0,3.0,0,,No,No
56,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0,4.0,1.0,3.0,3.0,3.0,0,,No,No
39,Travel_Rarely,Research & Development,1,3,Other,Female,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9,1.0,1.0,3.0,3.0,3.0,0,,No,No
38,Travel_Frequently,Research & Development,4,2,Medical,Female,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7,4.0,2.0,3.0,3.0,3.0,0,,No,No
58,Travel_Rarely,Sales,5,3,Marketing,Male,5,Sales Representative,Married,21540,4.0,21,1,29.0,3,1,0,0,4.0,4.0,2.0,3.0,4.0,0,,No,No
32,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,2,Laboratory Technician,Single,191900,3.0,17,1,8.0,2,4,0,3,1.0,3.0,3.0,3.0,3.0,1,2016-02-16,Resignation,Salary
38,Travel_Rarely,Research & Development,3,4,Life Sciences,Female,1,Sales Representative,Divorced,44900,2.0,21,1,10.0,1,5,0,3,2.0,4.0,4.0,3.0,4.0,0,,No,No
49,Travel_Frequently,Sales,11,4,Life Sciences,Male,2,Research Scientist,Married,35060,3.0,11,1,28.0,4,5,4,3,2.0,4.0,3.0,2.0,3.0,0,,No,No
42,Travel_Rarely,Sales,1,3,Life Sciences,Female,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0,2.0,4.0,3.0,3.0,3.0,0,,No,No
27,Travel_Frequently,Sales,8,1,Life Sciences,Male,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0,1.0,2.0,3.0,3.0,3.0,1,2016-05-04,Resignation,Others
35,Travel_Rarely,Research & Development,25,1,Medical,Male,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4,2.0,1.0,1.0,3.0,3.0,0,,No,No
28,Non-Travel,Research & Development,21,1,Medical,Male,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4,3.0,3.0,2.0,3.0,3.0,0,,No,No
31,Non-Travel,Sales,23,1,Medical,Male,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3,3.0,1.0,4.0,4.0,3.0,0,,No,No
36,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2,1.0,2.0,3.0,1.0,3.0,0,,No,No
34,Travel_Rarely,Sales,2,3,Marketing,Male,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1,1.0,4.0,2.0,3.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,19,3,Technical Degree,Female,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1,4.0,3.0,2.0,2.0,3.0,0,,No,No
26,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6,3.0,1.0,2.0,4.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,2,4,Other,Male,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2,1.0,1.0,2.0,4.0,4.0,0,,No,No
32,Non-Travel,Research & Development,3,1,Life Sciences,Male,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2,3.0,4.0,3.0,4.0,3.0,0,,No,No
31,Travel_Frequently,Research & Development,25,5,Technical Degree,Female,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7,4.0,1.0,3.0,3.0,3.0,0,,No,No
28,Travel_Rarely,Sales,7,5,Life Sciences,Female,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3,3.0,4.0,2.0,2.0,3.0,1,2016-11-25,Resignation,Others
38,Travel_Rarely,Research & Development,9,2,Technical Degree,Male,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0,1.0,1.0,2.0,2.0,3.0,0,,No,No
35,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9,3.0,4.0,3.0,1.0,3.0,0,,No,No
27,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7,4.0,4.0,3.0,3.0,3.0,0,,No,No
32,Travel_Rarely,Research & Development,8,1,Medical,Female,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0,4.0,4.0,3.0,2.0,3.0,0,,No,No
31,Travel_Frequently,Research & Development,2,1,Other,Male,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8,1.0,4.0,3.0,3.0,3.0,1,2016-10-05,Resignation,Salary
53,Travel_Rarely,Research & Development,18,3,Medical,Male,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2,1.0,1.0,2.0,3.0,3.0,1,2016-05-21,Resignation,Others
54,Travel_Rarely,Research & Development,14,3,Other,Male,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3,1.0,3.0,2.0,3.0,3.0,0,,No,No
33,Travel_Frequently,Research & Development,2,4,Medical,Female,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8,4.0,3.0,3.0,3.0,3.0,0,,No,No
43,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9,1.0,3.0,3.0,3.0,3.0,0,,No,No
38,Travel_Frequently,Research & Development,2,5,Medical,Female,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2,4.0,2.0,3.0,2.0,3.0,0,,No,No
55,Travel_Rarely,Sales,9,3,Marketing,Male,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4,3.0,2.0,3.0,2.0,3.0,0,,No,No
31,Travel_Rarely,Sales,6,3,Other,Male,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0,4.0,4.0,3.0,3.0,3.0,0,,No,No
39,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10,2.0,1.0,3.0,2.0,3.0,0,,No,No
42,Non-Travel,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7,4.0,3.0,3.0,3.0,3.0,0,,No,No
31,Non-Travel,Research & Development,14,2,Life Sciences,Male,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8,3.0,3.0,4.0,3.0,3.0,0,,No,No
54,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4,3.0,1.0,3.0,4.0,3.0,0,,No,No
24,Travel_Rarely,Research & Development,5,4,Other,Male,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2,2.0,3.0,2.0,1.0,3.0,0,,No,No
23,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4,4.0,4.0,4.0,3.0,3.0,0,,No,No
40,Travel_Frequently,Research & Development,21,3,Medical,Female,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4,4.0,3.0,4.0,2.0,4.0,0,,No,No
40,Travel_Rarely,Research & Development,8,1,Medical,Female,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10,2.0,2.0,3.0,2.0,3.0,0,,No,No
25,Travel_Rarely,Sales,20,5,Medical,Female,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3.0,2.0,3.0,3.0,3.0,0,,No,No
30,Travel_Rarely,Human Resources,20,4,Life Sciences,Male,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,4.0,2.0,2.0,2.0,3.0,0,,No,No
25,Travel_Rarely,Research & Development,7,2,Medical,Male,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,4.0,3.0,2.0,3.0,3.0,0,,No,No
47,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,1.0,3.0,3.0,2.0,3.0,0,,No,No
33,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,2.0,3.0,2.0,3.0,3.0,0,,No,No
38,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3.0,3.0,0,,No,No
31,Travel_Rarely,Research & Development,10,4,Medical,Female,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3.0,3.0,0,,No,No
38,Travel_Frequently,Research & Development,1,4,Other,Male,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3.0,3.0,0,,No,No
42,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1.0,3.0,0,,No,No
41,Travel_Rarely,Sales,2,2,Medical,Male,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1.0,3.0,0,,No,No
47,Non-Travel,Research & Development,21,2,Medical,Male,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2.0,3.0,0,,No,No
35,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2.0,3.0,0,,No,No
22,Travel_Rarely,Human Resources,12,1,Human Resources,Male,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3.0,3.0,0,,No,No
35,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3.0,4.0,0,,No,No
33,Travel_Rarely,Sales,3,4,Medical,Male,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2.0,3.0,0,,No,No
32,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3.0,3.0,0,,No,No
40,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2.0,3.0,0,,No,No
32,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3.0,3.0,0,,No,No
39,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3.0,3.0,0,,No,No
38,Travel_Rarely,Sales,20,4,Medical,Female,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2.0,3.0,0,,No,No
32,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3.0,4.0,3.0,3.0,3.0,0,,No,No
25,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,1.0,3.0,2.0,3.0,4.0,0,,No,No
52,Non-Travel,Research & Development,2,4,Other,Male,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,1.0,4.0,2.0,3.0,3.0,0,,No,No
44,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3.0,3.0,0,,No,No
21,Travel_Rarely,Sales,10,5,Medical,Male,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3.0,3.0,0,,No,No
39,Non-Travel,Research & Development,3,4,Life Sciences,Female,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4.0,3.0,0,,No,No
23,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3.0,3.0,1,2016-01-05,Resignation,Salary
36,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3.0,3.0,0,,No,No
36,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2.0,3.0,0,,No,No
56,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2.0,4.0,0,,No,No
29,Travel_Rarely,Research & Development,9,4,Medical,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3.0,4.0,1,2016-12-14,Resignation,Stress
42,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2.0,4.0,0,,No,No
56,Travel_Rarely,Sales,10,4,Other,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3.0,4.0,1,2016-03-23,Resignation,Others
41,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4.0,3.0,0,,No,No
34,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3.0,3.0,0,,No,No
36,Non-Travel,Sales,1,1,Medical,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3.0,3.0,0,,No,No
41,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3.0,3.0,0,,No,No
32,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,4.0,1.0,3.0,3.0,3.0,0,,No,No
35,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
38,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,1.0,4.0,3.0,2.0,4.0,0,,No,No
50,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2.0,3.0,3.0,2.0,3.0,1,2016-11-18,Resignation,Salary
36,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2.0,2.728246013667426,2.0,2.0,3.0,0,,No,No
45,Travel_Rarely,Sales,24,3,Life Sciences,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4.0,3.0,3.0,4.0,3.0,0,,No,No
40,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3.0,3.0,2.7614364135407135,3.0,3.0,0,,No,No
35,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,3.0,3.0,4.0,2.0,4.0,0,,No,No
40,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3.0,3.0,3.0,3.0,3.0,0,,No,No
35,Travel_Rarely,Human Resources,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3.0,4.0,3.0,3.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,4.0,2.0,3.0,2.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,4.0,1.0,1.0,3.0,3.0,0,,No,No
50,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,4.0,1.0,3.0,3.0,3.0,1,2016-05-27,Resignation,Salary
39,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,2.0,4.0,2.0,4.0,3.0,0,,No,No
31,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,2.0,1.0,3.0,3.0,3.0,0,,No,No
26,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,4.0,3.0,3.0,3.0,4.0,0,,No,No
36,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3.0,4.0,3.0,3.0,3.0,0,,No,No
39,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,4.0,1.0,3.0,3.0,3.0,0,,No,No
27,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,2.0,2.0,3.0,3.0,4.0,0,,No,No
49,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,4.0,2.0,2.0,2.0,3.0,0,,No,No
34,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,2.0,3.0,4.0,3.0,3.0,0,,No,No
41,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,2.0,4.0,1.0,3.0,3.0,1,2016-03-17,Resignation,Salary
49,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3.0,2.0,3.0,3.0,4.0,0,,No,No
37,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,4.0,3.0,3.0,3.0,3.0,1,2016-01-11,Resignation,Salary
33,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,4.0,3.0,3.0,3.0,3.0,0,,No,No
27,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,1.0,2.0,3.0,2.0,3.0,0,,No,No
32,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,4.0,4.0,2.0,2.0,3.0,0,,No,No
59,Travel_Rarely,Sales,2,2,Marketing,Female,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3.0,1.0,2.0,3.0,3.0,0,,No,No
30,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,4.0,3.0,3.0,3.0,3.0,0,,No,No
38,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,4.0,3.0,3.0,3.0,3.0,0,,No,No
36,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3.0,4.0,0,,No,No
35,Travel_Rarely,Human Resources,3,4,Human Resources,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3.0,3.0,0,,No,No
29,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2.0,3.0,0,,No,No
31,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,2.7236031927023947,3.0,2.0,3.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2.0,4.0,3.0,2.0,3.0,0,,No,No
28,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,5,Research Director,Single,100960,5.0,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3.0,3.0,1,2016-02-19,Resignation,Others
29,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4.0,3.0,0,,No,No
32,Travel_Rarely,Human Resources,22,3,Human Resources,Female,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3.0,3.0,0,,No,No
22,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4.0,3.0,0,,No,No
53,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3.0,3.0,0,,No,No
38,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3.0,3.0,0,,No,No
24,Non-Travel,Research & Development,1,5,Life Sciences,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2.0,3.0,0,,No,No
